Refseq_ID	Mycobrowser_Version	Feature	Start	Stop	Score	Strand	Frame	Locus	Name	Function	Product	Comments	UniProt_AC	Is_Pseudogene	Functional_Category	Orthologues M. leprae	Orthologues M. marinum	Orthologues M. tuberculosis	Orthologues M. bovis	Orthologues M. lepromatosis	Orthologues M. tuberculosis	Orthologues M. abscessus	Orthologues M. haemophilum
NC_008596.1	Mycobrowser_v3	CDS	5067065	5067952	.	+	0	MSMEG_4970	MSMEG_4970		hypothetical protein	identified by Glimmer2; putative	A0R233	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5067953	5068975	.	-	0	MSMEG_4971	MSMEG_4971		oxidoreductase	identified by match to protein family HMM PF03060	A0R234	No	unknown			Rv2781c			Rv2781c		
NC_008596.1	Mycobrowser_v3	CDS	5068972	5069505	.	-	0	MSMEG_4972	MSMEG_4972		acetyltransferase	identified by match to protein family HMM PF00583	A0R235	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5069552	5069935	.	+	0	MSMEG_4973	MSMEG_4973		glyoxalase/bleomycin resistance protein/dioxygenase	identified by match to protein family HMM PF00903	A0R236	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5069936	5070406	.	-	0	MSMEG_4974	MSMEG_4974		rrf2 family protein (putative transcriptional regulator)	identified by match to protein family HMM PF02082; match to protein family HMM TIGR00738	A0R237	No	unknown			Rv1287			Rv1287		
NC_008596.1	Mycobrowser_v3	CDS	5070449	5071123	.	-	0	MSMEG_4975	MSMEG_4975		flavin-nucleotide-binding protein	identified by match to protein family HMM PF01243	A0R238	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5071120	5071716	.	-	0	MSMEG_4976	MSMEG_4976		isochorismatase hydrolase	identified by match to protein family HMM PF00857	A0R239	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5071765	5072496	.	-	0	MSMEG_4977	MSMEG_4977		3'(2'),5'-bisphosphate nucleotidase, putative	identified by similarity to SP:P22255; match to protein family HMM PF00459	A0R240	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5072493	5074346	.	-	0	MSMEG_4978	cysNC		sulfate adenylytransferase, large subunit/adenylylsulfate kinase	identified by match to protein family HMM PF00009; match to protein family HMM PF01583; match to protein family HMM PF03144; match to protein family HMM TIGR00231; match to protein family HMM TIGR00455; match to protein family HMM TIGR02034	A0R241	No	unknown			Rv1286			Rv1286		
NC_008596.1	Mycobrowser_v3	CDS	5074346	5075281	.	-	0	MSMEG_4979	cysD		sulfate adenylyltransferase, small subunit	identified by similarity to SP:P21156; match to protein family HMM PF01507; match to protein family HMM TIGR02039	A0R242	No	unknown			Rv1285			Rv1285		
NC_008596.1	Mycobrowser_v3	CDS	5177093	5177767	.	+	0	MSMEG_5077	MSMEG_5077		probable conserved integral membrane protein		A0R2D9	No	unknown			Rv1216c			Rv1216c		
NC_008596.1	Mycobrowser_v3	CDS	2776595	2777801	.	+	0	MSMEG_2704	MSMEG_2704			transposase; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF01548		Yes	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	1437965	1438037	.	+	0	MSMEG_1343	MSMEG_1343		tRNA-Trp			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	tRNA	1928428	1928522	.	-	0	MSMEG_1851	MSMEG_1851		tRNA-Sec			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	tRNA	2213142	2213214	.	+	0	MSMEG_2138	MSMEG_2138		tRNA-Ala			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	tRNA	2895271	2895346	.	-	0	MSMEG_2835	MSMEG_2835		tRNA-Gly			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	tRNA	2895813	2895887	.	+	0	MSMEG_2836	MSMEG_2836		tRNA-Val			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	tRNA	3800546	3800622	.	-	0	MSMEG_3734	MSMEG_3734		tRNA-Pro			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	rRNA	3820087	3823250	.	-	0	MSMEG_3756	rrlA		23S ribosomal RNA			No	unknown								
NC_008596.1	Mycobrowser_v3	rRNA	3823615	3825142	.	-	0	MSMEG_3757	rrsA		16S ribosomal RNA			No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	4278994	4279079	.	+	0	MSMEG_4201	MSMEG_4201		tRNA-Leu			No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	4405775	4405846	.	-	0	MSMEG_4319	MSMEG_4319		tRNA-Val			No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	4532821	4532894	.	-	0	MSMEG_4452	MSMEG_4452		tRNA-Met			No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	702737	704164	.	+	0	MSMEG_0623	eccD3		secretion protein Snm4	identified by match to protein family HMM PF04600; match to protein family HMM TIGR02958	A0QQ46	No	cell wall and cell processes			Rv0290			Rv0290		
NC_008596.1	Mycobrowser_v3	CDS	77918	79642	.	+	0	MSMEG_0059	eccA1		ATPase, AAA family protein. ESX conserved component eccA1	identified by match to protein family HMM PF00004	A0QNI9	No	cell wall and cell processes			Rv3868			Rv3868		
NC_008596.1	Mycobrowser_v3	CDS	691998	693767	.	+	0	MSMEG_0615	eccA3		ATPase, AAA family protein. ESX conserved component eccA3	identified by match to protein family HMM PF00004	A0QQ38	No	cell wall and cell processes			Rv0282			Rv0282		
NC_008596.1	Mycobrowser_v3	CDS	79650	81089	.	+	0	MSMEG_0060	eccB1		ESX conserved component eccB1. Possible membrane protein	identified by match to protein family HMM PF05108	A0QNJ0	No	cell wall and cell processes			Rv3869			Rv3869		
NC_008596.1	Mycobrowser_v3	CDS	693764	695320	.	+	0	MSMEG_0616	eccB3		ESX conserved component eccB3. Possible membrane protein	identified by match to protein family HMM PF05108	A0QQ39	No	cell wall and cell processes			Rv0283			Rv0283		
NC_008596.1	Mycobrowser_v3	CDS	83318	85099	.	+	0	MSMEG_0062	eccC1b		FtsK/SpoIIIE family protein. ESX conserved component eccCb1	identified by match to protein family HMM PF01580	A0QNJ2	No	cell wall and cell processes								
NC_008596.1	Mycobrowser_v3	CDS	81089	83317	.	+	0	MSMEG_0061	eccC1a		FtsK/SpoIIIE family protein. ESX conserved component eccCa1. Possible transmembrane protein	identified by match to protein family HMM PF01580	A0QNJ1	No	cell wall and cell processes			Rv3870			Rv3870		
NC_008596.1	Mycobrowser_v3	CDS	2798872	2799497	.	+	0	MSMEG_2730	MSMEG_2730			conserved hypothetical protein; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1890966	1891139	.	-	0	MSMEG_1815	MSMEG_1815		hypothetical protein	identified by Glimmer2; putative	A0QTE9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2815547	2816577	.	-	0	MSMEG_2745	MSMEG_2745			hydrolase; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF00561		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2817813	2818666	.	+	0	MSMEG_2747	MSMEG_2747			conserved hypothetical protein; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2081235	2081378	.	-	0	MSMEG_1999	MSMEG_1999		hypothetical protein	identified by Glimmer2; putative	A0QTX5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6957005	6958345	.	-	0	MSMEG_6914	ggh		glucosylglycerate hydrolase	Absent from most slow-growing mycobacteria, but present in most fast-growing mycobacteria (see Alarico et al. 2014).	A0R7H3	No	intermediary metabolism and respiration								
NC_008596.1	Mycobrowser_v3	CDS	3387127	3387962	.	-	0	MSMEG_3307	MSMEG_3307			methyltransferase FkbM; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	4142705	4142878	.	-	0	MSMEG_4069	MSMEG_4069		hypothetical protein	identified by Glimmer2; putative	A0QZL6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2876708	2877562	.	+	0	MSMEG_2814	MSMEG_2814			two component system response regulator; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF00072		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2877531	2878581	.	+	0	MSMEG_2815	MSMEG_2815			tape-measure protein; this region contains one or more premature stops and/or frameshifts which are not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	4862347	4862508	.	+	0	MSMEG_4759	MSMEG_4759		hypothetical protein	identified by Glimmer2; putative	A0R1H9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2879010	2880211	.	+	0	MSMEG_2816	MSMEG_2816			conserved hypothetical protein; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2884682	2884843	.	+	0	MSMEG_2822	MSMEG_2822			transposase, truncation		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2884840	2885700	.	-	0	MSMEG_2821	MSMEG_2821			This gene is disrupted by an IS1549 element.; IS1549, transposase, interruption-C; identified by similarity to GB:AAC38260.1		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2887291	2888505	.	-	0	MSMEG_2823	MSMEG_2823			This gene is disrupted by an IS1549 element.; IS1549, transposase, interruption-N; identified by similarity to GP:2935133; match to protein family HMM PF01609		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2888641	2888826	.	+	0	MSMEG_2825	MSMEG_2825			IS6120, transposase, truncation; identified by similarity to SP:P35883		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2965843	2967049	.	+	0	MSMEG_2903	MSMEG_2903			transposase; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3052841	3053973	.	-	0	MSMEG_2987	MSMEG_2987			conserved hypothetical protein; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3095627	3096315	.	-	0	MSMEG_3023	MSMEG_3023			conserved hypothetical protein; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3775	4359	.	+	0	MSMEG_0004	MSMEG_0004		hypothetical protein	RecF-gyrB intergenic region protein; identified by match to protein family HMM PF05258	A0QND9	No	unknown			Rv0004			Rv0004		
NC_008596.1	Mycobrowser_v3	CDS	144542	145048	.	+	0	MSMEG_0123	MSMEG_0123		hypothetical protein	identified by Glimmer2; putative	A0QNQ1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3108872	3111491	.	+	0	MSMEG_3037	MSMEG_3037			regulatory protein; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF00196		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	68264	68767	.	+	0	MSMEG_0048	MSMEG_0048		pyridoxamine 5'-phosphate oxidase family protein	identified by match to protein family HMM PF01243	A0QNH8	No	unknown			Rv2991			Rv2991		
NC_008596.1	Mycobrowser_v3	CDS	499	1692	.	+	0	MSMEG_0001	dnaN		DNA polymerase III, beta subunit	identified by match to protein family HMM PF00712; match to protein family HMM PF02767; match to protein family HMM PF02768; match to protein family HMM TIGR00663	A0QND6	No	unknown			Rv0002			Rv0002		
NC_008596.1	Mycobrowser_v3	CDS	1721	2614	.	+	0	MSMEG_0002	MSMEG_0002		6-phosphogluconate dehydrogenase, decarboxylating	identified by match to protein family HMM PF00393; match to protein family HMM PF03446; match to protein family HMM TIGR00872	A0QND7	No	unknown			Rv1122			Rv1122		
NC_008596.1	Mycobrowser_v3	CDS	2624	3778	.	+	0	MSMEG_0003	MSMEG_0003		DNA replication and repair protein RecF	identified by match to protein family HMM PF02463; match to protein family HMM TIGR00611	A0QND8	No	unknown			Rv0003			Rv0003		
NC_008596.1	Mycobrowser_v3	CDS	276501	276869	.	-	0	MSMEG_0245	MSMEG_0245		probable conserved transmembrane protein		A0QP23	No	unknown			Rv0401			Rv0401		
NC_008596.1	Mycobrowser_v3	CDS	5271099	5271269	.	-	0	MSMEG_5169	MSMEG_5169		conserved hypothetical protein		A0R2M7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6267234	6267377	.	-	0	MSMEG_6200	MSMEG_6200		hypothetical protein	identified by Glimmer2; putative	A0R5I2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1871520	1871675	.	+	0	MSMEG_1789	MSMEG_1789		conserved hypothetical protein		A0QTC3	No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	2467984	2468058	.	+	0	MSMEG_2384	MSMEG_2384		tRNA-Gln			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	CDS	3042909	3043118	.	+	0	MSMEG_2977	MSMEG_2977		hypothetical protein	identified by Glimmer2; putative	A0QWK8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	4089336	4089491	.	+	0	MSMEG_4016	MSMEG_4016		conserved hypothetical protein		A0QZG3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	4089371	4089532	.	-	0	MSMEG_4015	MSMEG_4015		hypothetical protein	identified by Glimmer2; putative	A0QZG4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3168630	3168773	.	+	0	MSMEG_3096	MSMEG_3096		hypothetical protein	identified by Glimmer2; putative	A0QWX2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2177447	2178255	.	-	0	MSMEG_2101	MSMEG_2101			taurine ABC transporter permease; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF00528		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3626894	3627010	.	-	0	MSMEG_3565	MSMEG_3565		hypothetical protein	identified by Glimmer2; putative	A0QY80	No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	3883645	3883718	.	-	0	MSMEG_3814	MSMEG_3814		tRNA-Cys			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	CDS	4239604	4239756	.	-	0	MSMEG_4160	MSMEG_4160		hypothetical protein	identified by Glimmer2; putative	A0QZV2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	4495727	4496029	.	-	0	MSMEG_4406	MSMEG_4406		UsfY protein		A0R0J3	No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	4847908	4847983	.	+	0	MSMEG_4746	MSMEG_4746		tRNA-Lys			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	rRNA	5027948	5029475	.	-	0	MSMEG_4931	rrsB		16S ribosomal RNA			No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	5058252	5058327	.	+	0	MSMEG_4960	MSMEG_4960		tRNA-Arg			No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	5834209	5834285	.	-	0	MSMEG_5756	MSMEG_5756		tRNA-Asp			No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	5834322	5834394	.	-	0	MSMEG_5757	MSMEG_5757		tRNA-Glu			No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5236721	5236834	.	+	0	MSMEG_5133	MSMEG_5133		hypothetical protein	identified by Glimmer2; putative	A0R2J1	No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	6272367	6272440	.	+	0	MSMEG_6204	MSMEG_6204		tRNA-Pro			No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	6417690	6417776	.	-	0	MSMEG_6360	MSMEG_6360		tRNA-Ser			No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5310644	5310811	.	-	0	MSMEG_5212	MSMEG_5212		conserved hypothetical protein		A0R2S0	No	unknown								
NC_008596.1	Mycobrowser_v3	sRNA	2169257	2169625	.	+	0	MSMEG_2093	MSMEG_2093		sRNA			No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	5685927	5685999	.	+	0	MSMEG_5598	MSMEG_5598		tRNA-Arg			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	CDS	1226978	1227760	.	+	0	MSMEG_1164	MSMEG_1164			transporter; this region contains one or more premature stops and/or frameshifts which are not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6334613	6334762	.	-	0	MSMEG_6270	MSMEG_6270		hypothetical protein	identified by Glimmer2; putative	A0R5Q1	No	unknown								
NC_008596.1	Mycobrowser_v3	tRNA	6352992	6353077	.	+	0	MSMEG_6287	MSMEG_6287		tRNA-Ser			No	stable RNAs								
NC_008596.1	Mycobrowser_v3	CDS	6431538	6431645	.	-	0	MSMEG_6377	MSMEG_6377		hypothetical protein	identified by Glimmer2; putative	A0R602	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6601673	6601822	.	-	0	MSMEG_6544	MSMEG_6544		transport-associated, putative		A0R6G8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6632857	6632961	.	+	0	MSMEG_6578	MSMEG_6578		hypothetical protein	identified by Glimmer2; putative	A0R6K2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6690946	6691068	.	-	0	MSMEG_6640	MSMEG_6640		hypothetical protein	identified by Glimmer2; putative	A0R6R1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6669518	6672355	.	+	0	MSMEG_6618	MSMEG_6618			DEAD/DEAH box helicase; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF00270; match to protein family HMM PF00271; match to protein family HMM PF04851		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6672830	6674105	.	-	0	MSMEG_6619	MSMEG_6619			conserved hypothetical protein; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6705093	6708340	.	-	0	MSMEG_6653	MSMEG_6653			hypothetical protein; this gene contains a frame shift which is not the result of sequencing error; identified by Glimmer2		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6845594	6846700	.	+	0	MSMEG_6799	MSMEG_6799			aldo/keto reductase; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF00248		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6861916	6862958	.	-	0	MSMEG_6812	MSMEG_6812			major facilitator superfamily; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF00083		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6869784	6870715	.	+	0	MSMEG_6819	MSMEG_6819			conserved domain protein; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6916180	6917819	.	+	0	MSMEG_6868	MSMEG_6868			oligopeptide ABC transporter ATP-binding protein; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF00005		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6921842	6922551	.	-	0	MSMEG_6873	MSMEG_6873			enoyl-CoA hydratase/isomerase; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6930866	6931293	.	+	0	MSMEG_6883	MSMEG_6883			hypothetical protein; this region contains one or more premature stops and/or frameshifts which are not the result of sequencing error; identified by Glimmer2		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	6937486	6937740	.	+	0	MSMEG_6891	MSMEG_6891			ribonuclease H; this region contains one or more premature stops and/or frameshifts which are not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	785252	785593	.	-	0	MSMEG_0696	MSMEG_0696		alanine-rich protein		A0QQB5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2305009	2305179	.	-	0	MSMEG_2226	MSMEG_2226		hypothetical protein	identified by Glimmer2; putative	A0QUJ0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2027434	2027625	.	-	0	MSMEG_1948	MSMEG_1948		hypothetical protein	identified by Glimmer2; putative	A0QTS6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2190275	2190532	.	-	0	MSMEG_2113	MSMEG_2113		hypothetical protein	identified by Glimmer2; putative	A0QU84	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2190361	2190525	.	-	0	MSMEG_2114	MSMEG_2114		glucose-6-phosphate isomerase, putative		A0QU85	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3407520	3407699	.	-	0	MSMEG_3329	MSMEG_3329		hypothetical protein	identified by Glimmer2; putative	A0QXJ9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2425365	2426033	.	-	0	MSMEG_2345	MSMEG_2345			lycopene cyclase; this gene contains a frame shift which is not the result of sequencing error		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3755127	3755931	.	+	0	MSMEG_3690	MSMEG_3690			transcriptional regulatory protein; this gene contains a frame shift which is not the result of sequencing error; identified by match to protein family HMM PF08220		Yes	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3454069	3454998	.	-	0	MSMEG_3384	MSMEG_3384		isoflavone reductase	identified by match to protein family HMM PF05368	A0QXQ2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3454995	3455480	.	-	0	MSMEG_3385	MSMEG_3385		hypothetical protein	identified by Glimmer2; putative	A0QXQ3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	5212766	5213179	.	+	0	MSMEG_5115	MSMEG_5115		hypothetical protein	identified by Glimmer2; putative	A0R2H3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3545574	3546068	.	-	0	MSMEG_3479	MSMEG_3479		thiol peroxidase	identified by match to protein family HMM PF00578	A0QXZ5	No	unknown			Rv1932			Rv1932		
NC_008596.1	Mycobrowser_v3	CDS	3455477	3456817	.	-	0	MSMEG_3386	MSMEG_3386		shikimate transporter	identified by match to protein family HMM PF00083; match to protein family HMM PF07690	A0QXQ4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	3456825	3458378	.	-	0	MSMEG_3387	MSMEG_3387		aldehyde dehydrogenase (NAD) family protein	identified by match to protein family HMM PF00171	A0QXQ5	No	unknown								
